TMLOOKUP;Fullname;First Name;Second Name;Nationality;National games;National Goals;Club;Date Joined;Contract Ends;Day of Birth;Month of Birth;Year of Birth;Age;Goalkeeper;Sweeper;Defender;Anchor;Midfield;Support;Attack;Right;Left;Centre;Ability;Potential;Reputation;Adaptability;Aggression;Big Occasion;Character;Consistency;Creativity;Determination;Dirtyness;Dribbling;Flair;Heading;Influence;Inj Prone;Marking;Off The Ball;Pace;Passing;Positioning;Set Pieces;Shooting;Stamina;Strenght;Tackling;Technique;Goalkeeper POS;Sweeper POS;Defender POS;Anchor POS;Midfield POS;Support POS;Attack POS;Right POS;Left POS;Centre POS
Almeria7;Jorge Peralta Almeria;Jorge;Peralta;Spain;0;0;Almeria;07-01-1900;;2;1;1969;;0;0;0;2;2;0;0;2;0;2;97;126;92;0;0;0;0;6;0;0;7;0;0;7;0;0;0;0;0;0;14;0;0;0;8;0;0;0;0;0;2;2;0;0;2;0;2
Almeria8;Juan Carlos Portillo Almeria;Juan Carlos;Portillo;Spain;0;0;Almeria;07-01-1900;;7;7;1970;;0;0;0;2;2;1;0;0;0;2;105;120;80;0;0;0;0;0;14;0;16;0;0;10;0;0;0;0;0;0;12;0;0;0;12;11;0;0;0;0;2;2;0;0;0;0;2
Almeria9;Rafael Rodr°guez Rafa Almeria;Rafael Rodr°guez;Rafa;Spain;0;0;Almeria;07-01-1900;;13;6;1972;;0;0;0;0;0;0;2;2;2;2;88;150;75;0;0;0;0;0;0;0;0;12;0;5;0;0;0;0;17;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2;2;2;2
Alta1;Leif Brekke Alta;Leif;Brekke;Norway;0;0;Alta;;;12;3;1977;;0;0;0;0;2;2;0;2;0;0;93;139;0;8;3;8;12;15;10;9;9;13;6;8;12;7;5;7;3;12;7;7;5;6;9;14;5;0;0;0;0;2;2;0;2;0;0
Alta10;Torje Johansen Alta;Torje;Johansen;Norway;0;0;Alta;;;21;1;1979;;0;0;2;0;2;0;0;0;0;2;66;105;0;8;20;4;9;13;5;9;8;4;6;8;7;15;10;6;3;8;7;7;8;5;6;6;5;0;0;2;0;2;0;0;0;0;2
Alta11;Kjetil Kristensen Alta;Kjetil;Kristensen;Norway;0;0;Alta;;;11;5;1970;;0;0;2;0;0;0;0;2;0;2;47;130;0;6;2;8;9;15;12;10;3;6;4;15;16;9;11;7;7;10;9;9;7;16;8;18;10;0;0;2;0;0;0;0;2;0;2
Alta12;Bj?rn Lien Alta;Bj?rn;Lien;Norway;0;0;Alta;;;5;8;1970;;0;0;2;0;2;0;0;2;0;2;107;114;0;12;11;13;19;16;14;15;4;7;12;11;8;1;10;14;13;14;13;13;12;11;13;18;12;0;0;2;0;2;0;0;2;0;2
Alta13;?yvind Ludvigsen Alta;?yvind;Ludvigsen;Norway;0;0;Alta;;;25;9;1977;;0;0;2;0;0;0;2;2;0;0;73;109;0;5;18;8;6;8;7;10;13;8;3;15;12;6;3;9;5;6;10;5;8;14;6;16;5;0;0;2;0;0;0;2;2;0;0
Alta14;Kim Oppheim Alta;Kim;Oppheim;Norway;0;0;Alta;;;12;10;1977;;0;0;0;0;2;2;0;2;2;2;110;134;0;15;5;13;15;9;7;10;2;12;20;7;7;7;11;14;13;12;15;10;13;6;15;16;12;0;0;0;0;2;2;0;2;2;2
Alta15;Vegard Sannes Alta;Vegard;Sannes;Norway;0;0;Alta;;;3;5;1976;;0;0;0;2;2;0;0;2;2;0;97;132;0;15;10;14;10;7;9;13;10;11;5;13;18;5;13;12;14;7;13;13;11;5;14;14;12;0;0;0;2;2;0;0;2;2;0
Alta16;Rune Stamnes Alta;Rune;Stamnes;Norway;0;0;Alta;;;5;9;1975;;0;0;0;0;0;0;2;0;2;2;87;124;0;10;3;11;16;15;9;13;6;10;5;2;13;4;11;15;13;6;10;13;15;15;13;13;11;0;0;0;0;0;0;2;0;2;2
Alta17;Tor-Even Stamnes Alta;Tor-Even;Stamnes;Norway;0;0;Alta;;;22;12;1972;;0;0;2;0;0;0;0;0;2;2;90;115;0;6;8;4;13;9;10;8;3;5;5;7;14;10;11;7;20;7;6;9;6;9;9;11;10;0;0;2;0;0;0;0;0;2;2
Alta18;Kalle Tjëder Alta;Kalle;Tjëder;Sweden;0;0;Alta;;;15;6;1965;;0;0;0;0;2;0;0;0;2;0;104;134;0;14;8;12;13;10;17;15;5;12;12;12;19;3;8;10;7;12;15;11;13;16;14;5;11;0;0;0;0;2;0;0;0;2;0
Alta2;Stig-G?ran Fagerhaug Alta;Stig-G?ran;Fagerhaug;Norway;0;0;Alta;;;1;1;1975;;0;0;2;0;0;0;0;0;0;2;87;97;0;7;11;8;7;6;9;9;15;6;5;7;3;15;12;5;10;6;7;5;5;3;6;7;5;0;0;2;0;0;0;0;0;0;2
Alta3;Runar Hansen Alta;Runar;Hansen;Norway;0;0;Alta;;;5;5;1974;;0;0;0;0;2;2;0;0;2;0;64;98;0;7;4;4;7;4;12;10;19;10;8;9;11;8;3;9;17;2;7;5;9;3;10;8;9;0;0;0;0;2;2;0;0;2;0
Alta4;Ivar Hapalahti Alta;Ivar;Hapalahti;Norway;0;0;Alta;;;29;12;1973;;2;0;0;0;0;0;0;0;0;0;76;71;0;10;12;8;15;7;10;7;10;9;9;8;6;8;3;9;5;3;5;10;8;5;8;2;7;2;0;0;0;0;0;0;0;0;0
Alta5;Jon Harjo Alta;Jon;Harjo;Norway;0;0;Alta;;;21;1;1969;;0;0;0;0;2;0;0;0;0;2;58;109;0;9;6;4;11;13;9;8;7;13;4;15;17;7;7;10;10;13;10;8;7;9;6;12;7;0;0;0;0;2;0;0;0;0;2
Alta6;Lars Holsb? Alta;Lars;Holsb?;Norway;0;0;Alta;;;7;8;1972;;0;0;0;0;2;0;0;0;2;2;85;104;0;9;14;7;15;5;7;10;6;11;5;10;2;8;4;7;4;6;6;8;10;6;10;3;8;0;0;0;0;2;0;0;0;2;2
Alta7;StÜle Isaksen Alta;StÜle;Isaksen;Norway;0;0;Alta;;;29;8;1973;;0;0;2;0;0;0;0;2;0;2;59;101;0;7;2;6;17;14;8;9;9;5;3;9;7;8;11;5;12;6;6;10;6;6;8;10;8;0;0;2;0;0;0;0;2;0;2
Alta8;Alf Johansen Alta;Alf;Johansen;Norway;0;0;Alta;;;11;12;1968;;0;0;0;0;2;2;0;0;0;2;93;109;0;15;2;15;10;13;9;13;2;11;3;16;6;7;9;14;3;10;12;15;10;11;14;18;13;0;0;0;0;2;2;0;0;0;2
Alta9;Frode Johansen Alta;Frode;Johansen;Norway;0;0;Alta;;;12;3;1967;;0;0;0;0;0;0;2;0;0;2;86;139;0;5;4;5;10;13;11;5;2;11;14;12;11;10;7;7;12;10;8;8;7;10;9;10;10;0;0;0;0;0;0;2;0;0;2
Altay Izmir1;Ibrahim Bohari Altay Izmir;Ibrahim;Bohari;Cameroon;0;0;Altay Izmir;11-01-1900;;21;7;1978;18;0;0;0;2;2;0;0;2;0;2;88;91;24;0;9;14;12;4;6;6;11;12;8;5;9;3;2;14;12;14;17;4;11;7;4;8;2;0;0;0;2;2;0;0;2;0;2
Altay Izmir2;Ionel Danciulescu Altay Izmir;Ionel;Danciulescu;Romania;0;0;Altay Izmir;;;1;1;#VALUE!;21;0;0;0;0;0;0;2;0;0;2;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Alverca1; Deco Alverca;;Deco;Brazil;0;0;Alverca;;;27;8;1977;;0;0;0;0;1;2;0;0;0;2;127;-1;10;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
Alverca10;Nuno Maniche Alverca;Nuno;Maniche;Portugal;0;0;Alverca;;;11;11;1977;;0;0;0;0;2;2;0;0;0;2;116;0;0;0;0;0;0;10;0;0;0;13;15;0;0;0;0;0;0;0;0;0;12;0;7;0;16;0;0;0;0;2;2;0;0;0;2
Alverca11; Marco Paulo Alverca;;Marco Paulo;Portugal;0;0;Alverca;;;6;6;1976;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alverca12; Marinho Alverca;;Marinho;Portugal;0;0;Alverca;;;24;11;1970;;0;0;2;0;0;0;0;2;0;0;120;130;131;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;15;12;0;0;2;0;0;0;0;2;0;0
Alverca13;Carlos Mendes Alverca;Carlos;Mendes;Portugal;0;0;Alverca;;;22;5;1974;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alverca14;NÇlson Morais Alverca;NÇlson;Morais;Portugal;0;0;Alverca;;;24;3;1974;;0;0;2;0;0;0;0;2;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Alverca15;Cassiano Pisco Alverca;Cassiano;Pisco;Portugal;0;0;Alverca;;;2;2;1977;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alverca16;Marco Rafael Alverca;Marco;Rafael;Portugal;0;0;Alverca;;;2;8;1977;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alverca17;Ricardo Ramirez Alverca;Ricardo;Ramirez;Portugal;0;0;Alverca;;;22;3;1976;21;0;0;0;0;2;2;0;2;0;0;110;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0
Alverca18; Ra£l JosÇ Alverca;;Ra£l JosÇ;Portugal;0;0;Alverca;;;16;10;1963;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alverca19; Valente Alverca;;Valente;Portugal;0;0;Alverca;07-01-1900;;11;7;1969;;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
Alverca2; Caj£ Alverca;;Caj£;Brazil;0;0;Alverca;07-01-1900;;10;8;1976;;0;0;0;0;0;0;2;0;0;2;135;-1;0;0;0;0;0;0;0;0;0;14;16;0;0;0;0;0;11;0;0;0;15;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Alverca20; Vasco Alverca;;Vasco;Portugal;0;0;Alverca;;;17;1;1970;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alverca21;JosÇ Veiga Alverca;JosÇ;Veiga;Portugal;0;0;Alverca;;06-01-1900;18;12;1976;;2;0;0;0;0;0;0;0;0;0;120;-1;100;0;10;10;10;18;14;9;13;5;4;15;10;2;10;0;15;13;15;12;10;12;0;19;20;2;0;0;0;0;0;0;0;0;0
Alverca22;NÇlson Ver°ssimo Alverca;NÇlson;Ver°ssimo;Portugal;0;0;Alverca;07-01-1900;;14;7;1977;;0;0;2;0;0;0;0;0;0;2;115;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Alverca3;Ant¢nio Cid Alverca;Ant¢nio;Cid;Cape Verde;0;0;Alverca;;;18;7;1970;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alverca4; Juvàncio Alverca;;Juvàncio;Guinea;0;0;Alverca;;;29;11;1974;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alverca5; Artur Jorge Alverca;;Artur Jorge;Portugal;0;0;Alverca;;;10;6;1977;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Alverca6;Bruno Basto Alverca;Bruno;Basto;Portugal;0;0;Alverca;;;21;5;1978;;0;0;2;0;1;0;0;0;2;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;16;0;14;0;0;0;0;2;0;0;0;0;0;2;0
Alverca7;Ant¢nio Branquinho Alverca;Ant¢nio;Branquinho;Portugal;0;0;Alverca;;;1;10;1977;;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
Alverca8; Diogo Alverca;;Diogo;Portugal;0;0;Alverca;;;15;11;1975;;0;0;0;0;2;0;0;0;0;2;90;0;0;0;0;0;0;0;0;0;0;8;5;0;0;0;0;0;0;0;0;0;8;0;12;12;0;0;0;0;0;2;0;0;0;0;2
Alverca9; JosÇ Carlos Alverca;;JosÇ Carlos;Portugal;0;0;Alverca;;;9;10;1977;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alzano1;Pietro Boninsegna Alzano;Pietro;Boninsegna;Italy;0;0;Alzano;;;8;4;1970;;0;0;0;0;0;0;2;1;0;2;100;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;2;0;0;2
Alzano10;Claudio Milanese Alzano;Claudio;Milanese;Switzerland;0;0;Alzano;;;14;8;1970;;0;0;0;0;0;0;2;0;0;2;99;0;95;0;2;19;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;17;0;0;0;0;0;0;2;0;0;2
Alzano2;Francesco Conca Alzano;Francesco;Conca;Italy;0;0;Alzano;;;11;2;1979;;0;0;0;0;2;1;0;2;1;0;67;180;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;18;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0
Alzano3;Luca Conca Alzano;Luca;Conca;Italy;0;0;Alzano;;;11;2;1979;;0;0;0;0;2;0;0;0;0;2;71;178;69;0;0;0;0;0;19;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;7;3;17;0;0;0;0;2;0;0;0;0;2
Alzano4;Giacomo Ferrari Alzano;Giacomo;Ferrari;Italy;0;0;Alzano;;;6;12;1967;;0;0;0;0;0;0;2;1;2;2;86;0;85;19;8;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;16;0;0;0;0;0;0;0;2;0;2;2
Alzano5;Alessandro Guarcilena Alzano;Alessandro;Guarcilena;Italy;0;0;Alzano;;;6;1;1967;;2;0;0;0;0;0;0;0;0;0;78;0;70;0;0;0;0;0;0;0;0;0;8;17;0;0;0;0;12;0;2;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0
Alzano6;Roberto Inverardi Alzano;Roberto;Inverardi;Italy;0;0;Alzano;;;8;1;1968;;0;2;2;0;0;0;0;0;1;2;85;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2
Alzano7;Luigi Martinelli Alzano;Luigi;Martinelli;Italy;0;0;Alzano;06-01-1900;;2;9;1970;;0;2;2;0;0;0;0;0;0;2;77;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2
Alzano8;Pier Angelo Zanini Alzano;Pier Angelo;Zanini;Italy;0;0;Alzano;;;27;11;1969;;0;0;2;2;1;0;0;0;2;2;89;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2
Alzano9;Damiano Zenoni Alzano;Damiano;Zenoni;Italy;0;0;Alzano;07-01-1900;;23;4;1977;;0;0;0;1;2;1;0;1;2;2;0;-1;63;0;0;0;0;13;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2
America de Cali1;Leonel Alvarez America de Cali;Leonel;Alvarez;Colombia;0;0;America de Cali;;;29;7;1965;;0;0;0;0;2;0;0;0;2;1;154;154;139;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
America de Cali2;Wilmer Cabrera America de Cali;Wilmer;Cabrera;Colombia;0;0;America de Cali;;;15;9;1967;;0;2;2;0;0;0;0;0;2;2;160;160;142;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;2
America de Cali3;James Cardona America de Cali;James;Cardona;Colombia;0;0;America de Cali;;;30;3;1967;;0;1;2;0;0;0;0;0;0;0;140;140;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
America de Cali4;Oscar Cordoba America de Cali;Oscar;Cordoba;Colombia;0;0;America de Cali;;;3;2;1970;;2;0;0;0;0;0;0;0;0;0;144;144;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
America1;Marco Etcheverry America;Marco;Etcheverry;Bolivia;0;0;America;;;26;9;1970;;0;0;0;0;0;2;1;1;0;2;153;153;135;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
America2;Maurizio Gaudino America;Maurizio;Gaudino;Germany;0;0;America;;;12;12;1966;29;0;0;0;0;2;1;0;1;1;2;144;144;134;17;14;0;0;16;10;255;15;8;10;11;12;255;13;18;20;14;11;10;8;14;13;8;14;0;0;0;0;2;0;0;0;0;2
America3;Luis Alberto Alves America;Luis Alberto;Alves;Mexico;0;0;America;;;23;5;1967;;0;0;0;0;0;0;2;1;1;2;170;170;120;15;10;13;13;15;14;9;14;12;13;12;13;10;10;9;20;10;14;12;15;11;12;8;12;0;0;0;0;0;0;2;0;0;2
America4;Luis Garcia America;Luis;Garcia;Mexico;0;0;America;;;1;6;1969;;0;0;0;0;0;2;2;1;0;2;162;162;160;11;7;18;7;13;14;14;4;15;12;8;17;11;4;15;20;12;11;8;15;16;11;12;15;0;0;0;0;0;2;2;0;0;2
America5;Raul Guttierez America;Raul;Guttierez;Mexico;0;0;America;;;16;10;1966;;0;0;2;1;0;0;0;0;0;2;147;147;132;15;15;14;13;14;8;17;14;15;12;13;9;7;11;12;20;7;11;13;14;11;16;14;10;0;0;2;0;0;0;0;0;0;2
America6;Ever Moas America;Ever;Moas;Uruguay;0;0;America;;;21;3;1969;;0;2;2;1;0;0;0;0;1;2;170;170;150;13;14;14;10;15;9;19;18;7;8;14;12;5;20;10;20;5;13;5;8;20;20;20;10;0;2;2;0;0;0;0;0;0;2
Amiens1;Oscar Ewolo Amiens;Oscar;Ewolo;Congo;0;0;Amiens;07-01-1900;;9;10;1978;;0;0;0;0;0;0;2;0;0;2;82;118;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Amiens10;JÇrome Erceau Amiens;JÇrome;Erceau;France;0;0;Amiens;06-01-1900;;14;1;1973;;0;0;2;0;0;0;0;0;0;2;109;118;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Amiens11;David Franáois Amiens;David;Franáois;France;0;0;Amiens;06-01-1900;;7;3;1970;;0;0;0;0;2;0;0;0;0;2;101;116;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
Amiens12;David Hamed Amiens;David;Hamed;France;0;0;Amiens;;;2;1;1974;;0;0;0;0;2;0;0;0;2;2;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2
Amiens13;Miloud Hamou Mamar Amiens;Miloud;Hamou Mamar;France;0;0;Amiens;;;27;4;1971;;0;0;2;0;0;0;0;2;0;0;109;115;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Amiens14;Ludovic Jumel Amiens;Ludovic;Jumel;France;0;0;Amiens;;;26;4;1969;;0;0;0;0;1;2;0;0;0;2;112;119;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
Amiens15;Julien Lachuer Amiens;Julien;Lachuer;France;0;0;Amiens;;;15;11;1976;;2;0;0;0;0;0;0;0;0;0;111;135;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Amiens16;StÇphane Lecocq Amiens;StÇphane;Lecocq;France;0;0;Amiens;;;22;10;1976;;0;0;0;0;0;0;2;2;0;2;105;139;90;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2
Amiens17;Richard Lecomte Amiens;Richard;Lecomte;France;0;0;Amiens;06-01-1900;;30;3;1964;;0;0;2;0;0;0;0;0;2;2;136;141;114;0;0;0;0;0;0;0;0;4;0;14;0;0;12;0;0;0;0;0;0;0;0;13;0;0;0;2;0;0;0;0;0;2;2
Amiens18;Gabriel Oliveira Amiens;Gabriel;Oliveira;France;0;0;Amiens;07-01-1900;;10;1;1979;;2;0;0;0;0;0;0;0;0;0;73;108;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Amiens19;Allann Petitjean Amiens;Allann;Petitjean;France;0;0;Amiens;06-01-1900;;31;7;1974;;0;0;0;0;0;2;2;0;0;2;108;120;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2
Amiens2;Yaovi Abalo Amiens;Yaovi;Abalo;France;0;0;Amiens;;;26;6;1975;;0;0;0;2;2;0;0;2;0;2;109;115;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;2;2;0;0;2;0;2
Amiens20;Olivier Pickeu Amiens;Olivier;Pickeu;France;0;0;Amiens;;;24;2;1970;;0;0;0;0;0;0;2;0;0;2;130;142;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Amiens21;Manuel Pires Amiens;Manuel;Pires;France;0;0;Amiens;;;17;12;1970;;0;0;2;0;0;0;0;0;2;0;106;110;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
Amiens22;Philippe Poil Amiens;Philippe;Poil;France;0;0;Amiens;;;21;9;1968;;2;0;0;0;0;0;0;0;0;0;110;118;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Amiens23;William Rosset Amiens;William;Rosset;France;0;0;Amiens;;;23;11;1969;;0;0;2;1;0;0;0;2;0;0;104;112;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Amiens24;Boubacar Barry Amiens;Boubacar;Barry;Guinea;0;0;Amiens;07-01-1900;;11;11;1978;;0;0;0;0;2;2;0;2;2;0;78;111;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0
Amiens25;Carlos Pinho Amiens;Carlos;Pinho;Portugal;0;0;Amiens;07-01-1900;;7;4;1969;;0;0;0;0;2;0;0;0;2;0;113;122;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
Amiens26;Raymond Lokuli Amiens;Raymond;Lokuli;Republic of Congo;0;0;Amiens;;;28;4;1971;;0;0;0;0;0;0;2;2;0;0;117;126;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
Amiens3;Mickaâl Bellaträche Amiens;Mickaâl;Bellaträche;France;0;0;Amiens;07-01-1900;;9;12;1976;;0;0;0;0;0;2;2;0;2;0;83;106;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0
Amiens4;GrÇgory Belle Amiens;GrÇgory;Belle;France;0;0;Amiens;07-01-1900;;17;5;1975;;0;2;2;0;0;0;0;0;2;2;84;117;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;2
Amiens5;Benoit Chagnaud Amiens;Benoit;Chagnaud;France;0;0;Amiens;;;21;3;1972;;0;0;0;0;0;0;2;0;2;0;130;138;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0
Amiens6;Alexandre ClÇment Amiens;Alexandre;ClÇment;France;0;0;Amiens;;;23;3;1975;;0;0;2;0;0;0;0;0;2;2;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;2
Amiens7;SÇbastien Dailly Amiens;SÇbastien;Dailly;France;0;0;Amiens;11-01-1900;;6;12;1976;;0;0;2;0;0;0;0;2;0;2;90;100;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;2
Amiens8;Keffing DiaboutÇ Amiens;Keffing;DiaboutÇ;France;0;0;Amiens;07-01-1900;;28;11;1975;;0;0;1;2;2;0;0;0;0;2;86;106;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2
Amiens9;Thierry Dobelle Amiens;Thierry;Dobelle;France;0;0;Amiens;;;20;10;1965;;0;0;1;2;0;0;0;2;0;0;101;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0
Ancona1;Tomislav Erceg Ancona;Tomislav;Erceg;Croatia;0;0;Ancona;;;1;1;#VALUE!;;0;0;0;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
